<http://dbpedia.org/ontology/ethnicity>,<http://dbpedia.org/ontology/EthnicGroup>
<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/ontology/PopulatedPlace>
<http://dbpedia.org/ontology/BasketballLeague>,<http://dbpedia.org/ontology/SportsLeague>
<http://dbpedia.org/ontology/OrganisationMember>,<http://dbpedia.org/ontology/Person>
<http://dbpedia.org/ontology/SportsLeague>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/EducationalInstitution>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/PublicTransitSystem>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/EmployersOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/SportsTeam>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Company>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/InternationalOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Group>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Non-ProfitOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Broadcaster>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/PoliticalParty>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/GovernmentAgency>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Parliament>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/SambaSchool>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/SportsClub>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/Legislature>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/ReligiousOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/MilitaryUnit>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/GeopoliticalOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/TermOfOffice>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/TradeUnion>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/SportsTeamMember>,<http://dbpedia.org/ontology/OrganisationMember>
<http://dbpedia.org/ontology/RecordOffice>,<http://dbpedia.org/ontology/Non-ProfitOrganisation>
<http://dbpedia.org/ontology/Organisation>,<http://dbpedia.org/ontology/Agent>
<http://dbpedia.org/ontology/ClericalOrder>,<http://dbpedia.org/ontology/ReligiousOrganisation>
<http://dbpedia.org/ontology/Organisation>,<http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson>
<http://dbpedia.org/ontology/Non-ProfitOrganisation>,<http://www.wikidata.org/entity/Q163740>
<http://dbpedia.org/ontology/Organisation>,<http://schema.org/Organization>
<http://dbpedia.org/ontology/Organisation>,<http://www.wikidata.org/entity/Q43229>
<http://dbpedia.org/ontology/numberOfStaff>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/numberOfLocations>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/childOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/membership>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/formationDate>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/president>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/foundationPlace>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/regionServed>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/affiliation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/formationYear>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/locationCity>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/endowment>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/leaderFunction>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/legalForm>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/secretaryGeneral>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/headquarter>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/ceo>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/mainOrgan>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/numberOfEmployees>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/parentOrganisation>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/revenue>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/superintendent>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/numberOfVolunteers>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/organisationMember>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/chairperson>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/trustee>,<http://dbpedia.org/ontology/Organisation>
<http://dbpedia.org/ontology/product>,<http://dbpedia.org/ontology/Organisation>
